Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Jiang, C.",RETRACTED ARTICLE: The effect of human resource management practices on firm's competitive advantage: Role of dynamic capabilities and uncertain environment,2010,ICAMS 2010 - Proceedings of 2010 IEEE International Conference on Advanced Management Science,1,,5553063,212,216,1,10.1109/ICAMS.2010.5553063,https://www.scopus.com/inward/record.url?eid=2-s2.0-77957275895&partnerID=40&md5=33b02e5289cf7139c13674e99050e593,Conference Paper,Final,,Scopus,2-s2.0-77957275895
"Zheng, B., Liu, S.",RETRACTED ARTICLE: General practitioner team building based on human resource management,2010,ICAMS 2010 - Proceedings of 2010 IEEE International Conference on Advanced Management Science,3,,5553202,453,455,,10.1109/ICAMS.2010.5553202,https://www.scopus.com/inward/record.url?eid=2-s2.0-77957264585&partnerID=40&md5=dc328200f245c5ba7220a90c30d7055c,Conference Paper,Final,,Scopus,2-s2.0-77957264585
"Noruzi, M.R., Rahimi, G.R.","RETRACTED ARTICLE: Exploring successful International Human Resource Management: Past, present, and future directions",2010,ICAMS 2010 - Proceedings of 2010 IEEE International Conference on Advanced Management Science,3,,5553305,757,758,1,10.1109/ICAMS.2010.5553305,https://www.scopus.com/inward/record.url?eid=2-s2.0-77957255729&partnerID=40&md5=2b8fbc0e1a7e79566e6f20ff9d7131c2,Conference Paper,Final,,Scopus,2-s2.0-77957255729
"de Mendonça, M.H.M., Martins, M.I.C., Giovanella, L., Escorel, S.",Challenges for human resources management from successful experiences of Family Health Strategy expansion | Desafios para gestão do trabalho a partir de experiências exitosas de expansão da Estratégia de Saúde da Família,2010,Ciencia e Saude Coletiva,15,5,,2355,2365,34,10.1590/s1413-81232010000500011,https://www.scopus.com/inward/record.url?eid=2-s2.0-77957141691&partnerID=40&md5=73a91420063a6723ab2f6e05ffdbfb50,Article,Final,Open Access,Scopus,2-s2.0-77957141691
"Hamelin, A., Lehot, N.","Passport and training interview, two assets in the management of human resources | Le passeport et l'entretien de formation, deux atouts dans la gestion des ressources humaines",2010,Soins Cadres,19,73S,,S13,S15,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-77957014545&partnerID=40&md5=7f03201523a6c4dff61badfb224a78b3,Article,Final,,Scopus,2-s2.0-77957014545
"Dunn, B.H.",Human resource management: The importance of getting it right,2010,Rangelands,32,4,,2,3,,10.2111/RANGELANDS-D-10-00041.1,https://www.scopus.com/inward/record.url?eid=2-s2.0-77955907569&partnerID=40&md5=6741754d8a04ac3dbbd001c87b56fff3,Short Survey,Final,,Scopus,2-s2.0-77955907569
"El-Jardali, F., Tchaghchagian, V., Jamal, D.",Assessment of human resources management practices in Lebanese hospitals.,2010,World hospitals and health services : the official journal of the International Hospital Federation,46,1,,23,28,2,,https://www.scopus.com/inward/record.url?eid=2-s2.0-77955904019&partnerID=40&md5=9461c2b9df518a0413a34b35d50cf3b2,Article,Final,,Scopus,2-s2.0-77955904019
"Wei, J., Li, X., Bi, R.",The research on human resource management based on fuzzy ANP,2010,Key Engineering Materials,439-440,,,772,777,,10.4028/www.scientific.net/KEM.439-440.772,https://www.scopus.com/inward/record.url?eid=2-s2.0-77955448704&partnerID=40&md5=6b2ecac65239bf03d0d453fc98863298,Conference Paper,Final,,Scopus,2-s2.0-77955448704
"Byrne, Z.S., Miller, B.K., Pitts, V.E.",Trait entitlement and perceived favorability of human resource management practices in the prediction of job satisfaction,2010,Journal of Business and Psychology,25,3,,451,464,19,10.1007/s10869-009-9143-z,https://www.scopus.com/inward/record.url?eid=2-s2.0-77955096247&partnerID=40&md5=171f4b9b56e0b544e3f0a87a56c2e73d,Article,Final,,Scopus,2-s2.0-77955096247
"Gavino, M.C., Martinez, P.G., Malos, S.B.",Contingent employment relationships between tour guides and tour operators in ecuador: Human resource management practices and attitudinal outcomes,2010,Employee Responsibilities and Rights Journal,22,3,,213,234,3,10.1007/s10672-009-9138-y,https://www.scopus.com/inward/record.url?eid=2-s2.0-77954959815&partnerID=40&md5=0c2f0e7276c9655d1e2f8789af6eaafa,Article,Final,,Scopus,2-s2.0-77954959815
"Samad, S.",RETRACTED ARTICLE: Unraveling the different effects of quality and human resource management aspectson organizational performance,2010,ICIME 2010 - 2010 2nd IEEE International Conference on Information Management and Engineering,6,,5478171,162,167,,10.1109/ICIME.2010.5478171,https://www.scopus.com/inward/record.url?eid=2-s2.0-77954666415&partnerID=40&md5=d8ab0173b6e37bd02454e6ee15c7b4c8,Conference Paper,Final,,Scopus,2-s2.0-77954666415
"Ling, T.C., Nasurdin, A.M.",Human resource management practices and organizational innovation: An empirical study in Malaysia,2010,Journal of Applied Business Research,26,4,,105,116,40,10.19030/jabr.v26i4.311,https://www.scopus.com/inward/record.url?eid=2-s2.0-77954632601&partnerID=40&md5=d75ee44e707c72b3aaa36cc1872ee2dc,Article,Final,Open Access,Scopus,2-s2.0-77954632601
"Méndez, C.A., Cristina Torres A, M.",Hospital management autonomy in Chile: The challenges for human resources in health | Autonomía en la gestión hospitalaria en Chile: Los desafíos para el recurso humano en salud,2010,Revista de Saude Publica,44,2,,366,371,7,10.1590/s0034-89102010000200019,https://www.scopus.com/inward/record.url?eid=2-s2.0-77953931121&partnerID=40&md5=72953655bee4227a00668e4c4d3aad72,Article,Final,Open Access,Scopus,2-s2.0-77953931121
"Scalco, S.V., de Lacerda, J.T., Calvo, M.C.M.",Evaluation model for human resource management in health | Modelo para avaliação da gestão de recursos humanos em saúde,2010,Cadernos de Saude Publica,26,3,,603,614,5,10.1590/s0102-311x2010000300017,https://www.scopus.com/inward/record.url?eid=2-s2.0-77953484199&partnerID=40&md5=cf5fa9ae979bb814fe437b34509ec907,Article,Final,Open Access,Scopus,2-s2.0-77953484199
"Noknoi, C., Wutthirong, P.",Leveraging diversity through raising awareness: Sexual orientation discrimination in the Thailand workforce: Implications for human resource management,2010,International Journal of Human Resources Development and Management,10,3,,254,271,2,10.1504/IJHRDM.2010.033586,https://www.scopus.com/inward/record.url?eid=2-s2.0-77953190775&partnerID=40&md5=a9513bfd8639c82032c7ce158bfa88b7,Article,Final,,Scopus,2-s2.0-77953190775
"Ashton, D., Brown, P., Lauder, H.",Skill webs and international human resource management: Lessons from a study of the global skill strategies of transnational companies,2010,International Journal of Human Resource Management,21,6,,836,850,13,10.1080/09585191003729325,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951992112&partnerID=40&md5=c65355095e66c9972f4b496f5e3df418,Article,Final,,Scopus,2-s2.0-77951992112
"Benevene, P., Cortini, M.","Interaction between structural capital and human capital in Italian NPOs: Leadership, organizational culture and human resource management",2010,Journal of Intellectual Capital,11,2,,123,139,52,10.1108/14691931011039642,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951600827&partnerID=40&md5=85901425d541872aa4a75887cab8bb3e,Article,Final,,Scopus,2-s2.0-77951600827
"Ait-Alhayane, K.",Natural resource management: An attempt to see and understand a human space | Gestion des ressources naturelles: Une démarche pour voir et comprendre l'espace des hommes,2010,Espace Geographique,39,1,,20,34,,10.3917/eg.391.0020,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951212025&partnerID=40&md5=ca5193a19182eb1a6817b2f951ebd427,Article,Final,,Scopus,2-s2.0-77951212025
"Sitalaksmi, S., Zhu, Y.",The transformation of human resource management in Indonesian state-owned enterprises since the Asian Crisis,2010,Asia Pacific Business Review,16,2-Jan,,37,57,5,10.1080/13602380902853705,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951163131&partnerID=40&md5=7de97175d654c8a88a6471c24277f8e4,Article,Final,,Scopus,2-s2.0-77951163131
"Ross, P.K., Buchner, L.M.",Global Consistency Versus Local Responsiveness: Deutsche Telekom's Human Resource Management Strategies in Central and Eastern Europe,2010,Journal of East-West Business,16,1,,45,66,3,10.1080/10669860903558268,https://www.scopus.com/inward/record.url?eid=2-s2.0-77951080861&partnerID=40&md5=51865b1c941bcdd5b3e6adae35fb4e66,Article,Final,,Scopus,2-s2.0-77951080861
"Vieira, A.P.M., Kurcgant, P.",Quality indicators of the management of human resources in nursing: Point of view of registered nurses | Indicadores de qualidade no gerenciamento de recursos humanos em enfermagem: Elementos constitutivos segundo percepção de enfermeiros,2010,ACTA Paulista de Enfermagem,23,1,,11,15,10,10.1590/s0103-21002010000100002,https://www.scopus.com/inward/record.url?eid=2-s2.0-77950808435&partnerID=40&md5=ed1113a84cf429d05345450f3c8e4a74,Article,Final,Open Access,Scopus,2-s2.0-77950808435
"Haines III, V.Y., Jalette, P., Larose, K.",The influence of human resource management practices on employee voluntary turnover rates in the Canadian non governmental sector,2010,Industrial and Labor Relations Review,63,2,,228,246,47,10.1177/001979391006300203,https://www.scopus.com/inward/record.url?eid=2-s2.0-77949633705&partnerID=40&md5=88ca3e530747c01844e747b67bbffb2c,Review,Final,,Scopus,2-s2.0-77949633705
"González, M.M.C., Javier Sánchez Sellero, F.",Knowledge management in strategic management of human resources in the aquaculture sector in Spain | Gestão do conhecimento na gestão estratégica dos recursos humanos no setor da aqüicultura da espanha,2010,Revista Brasileira de Gestao e Desenvolvimento Regional,6,1,,137,164,2,,https://www.scopus.com/inward/record.url?eid=2-s2.0-76449117733&partnerID=40&md5=a34e719048b45619e08c7e3a63ac3400,Article,Final,,Scopus,2-s2.0-76449117733
"Prowse, P., Prowse, J.",Whatever happened to human resource management performance?,2010,International Journal of Productivity and Performance Management,59,2,,145,162,27,10.1108/17410401011014230,https://www.scopus.com/inward/record.url?eid=2-s2.0-74349115341&partnerID=40&md5=5e9be48f2bea5aeca932cefe1121a7fb,Review,Final,,Scopus,2-s2.0-74349115341
"Collings, D.G., Dundon, T., Marchington, M.",Human Resource Management Journal: Foreword,2010,Human Resource Management Journal,20,1,,1,2,,10.1111/j.1748-8583.2009.00122.x,https://www.scopus.com/inward/record.url?eid=2-s2.0-73449125462&partnerID=40&md5=7635eb1c5224c8fe0065a57402e80927,Editorial,Final,,Scopus,2-s2.0-73449125462
"Jones, D.C., Kalmi, P., Kauhanen, A.",How does employee involvement stack up? the effects of human resource management policies on performance in a retail firm,2010,Industrial Relations,49,1,,1,21,39,10.1111/j.1468-232X.2009.00584.x,https://www.scopus.com/inward/record.url?eid=2-s2.0-72449127056&partnerID=40&md5=edfd58fc06ba08b577f3a19d2ff73e08,Article,Final,,Scopus,2-s2.0-72449127056
"Sayli, H., Görmü?, A.S.","""Border role"" of human resource management -to which side does the pendulum of hrm swing: Employer or employees? - the case of turkey | ""Grani?na uloga"" upravljanja ljudskim potencijalima (ULJP) - na koju se stranu okre?e njihalo uljp-a: Prema poslodavcu ili zaposlenicima? - slu?aj turske",2009,Management,14,2,,43,59,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-72549108137&partnerID=40&md5=6a3966630ddcd549415cdd06985388fc,Article,Final,,Scopus,2-s2.0-72549108137
"Liu, B., Su, S.-S., Dai, J.-X.",Research on dynamic evaluation of human resource management outsourcing risks,2009,"2009 International Conference on Management Science and Engineering - 16th Annual Conference Proceedings, ICMSE 2009",,,5318078,1216,1223,,10.1109/ICMSE.2009.5318078,https://www.scopus.com/inward/record.url?eid=2-s2.0-72249120370&partnerID=40&md5=8d97235ae9d6776eccfaee4eb2347677,Conference Paper,Final,,Scopus,2-s2.0-72249120370
"Tung, R.L., Baumann, C.","Comparing the attitudes toward money, material possessions and savings of overseas Chinese vis-à-vis Chinese in China: Convergence, divergence or cross-vergence, vis-à-vis 'one size fits all' human resource management policies and practices",2009,International Journal of Human Resource Management,20,11,,2382,2401,42,10.1080/09585190903239724,https://www.scopus.com/inward/record.url?eid=2-s2.0-70849107304&partnerID=40&md5=2b496394a9b6c0fb2560c92daa0cfb66,Article,Final,,Scopus,2-s2.0-70849107304
"Zheng, C., Lamond, D.",A critical review of human resource management studies (1978-2007) in the People's Republic of China,2009,International Journal of Human Resource Management,20,11,,2194,2227,55,10.1080/09585190903239609,https://www.scopus.com/inward/record.url?eid=2-s2.0-70849083431&partnerID=40&md5=5eb7b09a967f7746ffc3acb5743524bf,Article,Final,,Scopus,2-s2.0-70849083431
"Tsui, A.P.Y.",The human resource market and talent management strategies in Hong Kong,2009,Professional Practices of Human Resource Management in Hong Kong: Linking HRM to Organizational Success,,,,29,41,1,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84898263107&partnerID=40&md5=26e17ff5e2f929872eee6166243a4a5b,Book Chapter,Final,,Scopus,2-s2.0-84898263107
"Bartlett II, J.E., Bartlett, M.E.",Integration of human resource management knowledge into career and technical education,2009,Handbook of Research on E-Learning Applications for Career and Technical Education: Technologies for Vocational Training,,,,204,213,,10.4018/978-1-60566-739-3.ch016,https://www.scopus.com/inward/record.url?eid=2-s2.0-84898207314&partnerID=40&md5=29fe4a6559674cb60e2862d13950f2b8,Book Chapter,Final,,Scopus,2-s2.0-84898207314
[No author name available],Human resource management in the public sector: The hospital authority experience,2009,Professional Practices of Human Resource Management in Hong Kong: Linking HRM to Organizational Success,,,,261,277,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84898196247&partnerID=40&md5=65f6c81a2b942f7f55a7c3d963a5f571,Book Chapter,Final,,Scopus,2-s2.0-84898196247
"Bondarouk, T., Ruël, H., Guiderdoni-Jourdain, K., Oiry, E.",Handbook of research on e-transformation and human resources management technologies: Organizational outcomes and challenges,2009,Handbook of Research on E-Transformation and Human Resources Management Technologies: Organizational Outcomes and Challenges,,,,1,490,10,10.4018/978-1-60566-304-3,https://www.scopus.com/inward/record.url?eid=2-s2.0-84898136745&partnerID=40&md5=c372c4809f5d25f3e55932d4b2929e8e,Book,Final,,Scopus,2-s2.0-84898136745
"Deakin, S., Rebérioux, A.","Corporate governance, labour relations and human resource management in the UK and France: Convergence or divergence?",2009,Does Company Ownership Matter?,,,,126,150,7,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84881895404&partnerID=40&md5=c3d697a379659be28827eb609dcabf46,Book Chapter,Final,,Scopus,2-s2.0-84881895404
"Richards, D., Massingham, P., Busch, P.",A knowledge mapping approach to facilitate strategic human resource and knowledge management a knowledge mapping approach to facilitate strategic human resource and knowledge management,2009,ACIS 2009 Proceedings - 20th Australasian Conference on Information Systems,,,,712,721,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84869136247&partnerID=40&md5=7d1262866aef54063e63e8c100fba878,Conference Paper,Final,,Scopus,2-s2.0-84869136247
"Lefter, V., Marinas, C.",Approaches to human resource management in the Romanian companies,2009,"WMSCI 2009 - The 13th World Multi-Conference on Systemics, Cybernetics and Informatics, Jointly with the 15th International Conference on Information Systems Analysis and Synthesis, ISAS 2009 - Proc.",2,,,112,116,1,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84867272481&partnerID=40&md5=4cc7ae07392fa748c9a06b0499f712b5,Conference Paper,Final,,Scopus,2-s2.0-84867272481
"Kurcgant, P., Tronchin, D.M.R., Melleiro, M.M., Castilho, V., Machado, V.B., Pinhel, I., Siqueira, V.T., da Silva, M.F.",Quality indicators and evaluation of human resources management in health,2009,Revista da Escola de Enfermagem,43,SPECIALISSUE.2,,1168,1173,5,10.1590/S0080-62342009000600004,https://www.scopus.com/inward/record.url?eid=2-s2.0-84860760243&partnerID=40&md5=14ce1b8fe1f79774fe936fc09aae5e96,Article,Final,Open Access,Scopus,2-s2.0-84860760243
